chr1,120341523,120342132,HLinAR-Rank25,NONE,URS00009B04DC_9606,EH38E1381813,NONE,Human,36.14466,0,0
chr1,228650921,228651093,HLinAR-Rank36,ENSG00000116574,NONE,NONE,RHOU,Human,29.88704,0,0
chr1,161605495,161605565,HLinAR-Rank44,ENSG00000244682,URS00008B8A2E_9606,NONE,FCGR2C,Human,27.15007,0,0
chr1,161621674,161621748,HLinAR-Rank68,ENSG00000162747,NONE,EH38E1391446,FCGR3B,Human,22.87946,0,0
chr1,105890427,105891126,HLinAR-Rank70,NONE,NONE,NONE,NONE,Human,22.79784,0,0
chr1,146513103,146513491,HLinAR-Rank71,NONE,URS000075BAB6_9606,NONE,NONE,Human,21.89101,0,0
chr1,148219891,148220359,HLinAR-Rank76*,ENSG00000263956,URS0001BF0561_9606,NONE,NBPF11,Human,20.92152,0,0
chr1,243338734,243339227,HLinAR-Rank100*,ENSG00000054282,NONE,NONE,SDCCAG8,Human,18.86613,0,0
chr1,171340051,171341145,HLinAR-Rank110,ENSG00000076258,URS0001BF975C_9606,NONE,FMO4,Human,18.3097,0,0
chr1,148459467,148459830,HLinAR-Rank125,ENSG00000236334,URS0000773044_9606,EH38E1383100,PPIAL4G,Human,17.25649,0,0
chr1,149607325,149607728,HLinAR-Rank161*,ENSG00000263464,URS00009B1F8D_9606,NONE,PPIAL4C,Human,15.75225,0,0
chr1,242375444,242376158,HLinAR-Rank201,ENSG00000180287,NONE,NONE,PLD5,Human,14.66417,0,0
chr1,20404570,20404825,HLinAR-Rank215,ENSG00000158816,URS00008BAD0E_9606,EH38E1325371,VWA5B1,Human,14.5052,0,0
chr1,171339707,171340032,HLinAR-Rank221,ENSG00000076258,URS0001BF975C_9606,NONE,FMO4,Human,14.23925,0,0
chr1,143385933,143386282,HLinAR-Rank225,NONE,URS0000E9CCC0_9606,NONE,NONE,Human,14.01154,0,0
chr1,37605975,37606103,HLinAR-Rank226,ENSG00000169218,URS00008B74F7_9606,EH38E1338159,RSPO1,Human,13.99042,0,0
chr1,210262110,210262904,HLinAR-Rank237*,ENSG00000082497,NONE,EH38E1418964,SERTAD4,Human,13.86679,0,0
chr1,16719948,16720172,HLinAR-Rank240,NONE,URS0001BCE545_9606,NONE,NONE,Human,13.82269,0,0
chr1,100154096,100154569,HLinAR-Rank280,ENSG00000122477,NONE,NONE,LRRC39,Human,13.21455,0,0
chr1,17690908,17691059,HLinAR-Rank295,ENSG00000074964,NONE,NONE,ARHGEF10L,Human,12.95329,0,0
chr1,16696391,16696561,HLinAR-Rank336,NONE,URS0001BCE545_9606,NONE,NONE,Human,12.49363,0,0
chr1,146357115,146357387,HLinAR-Rank377,ENSG00000270339,NONE,NONE,PPIAL4H,Human,11.93745,0,0
chr1,31584179,31584315,HLinAR-Rank427,ENSG00000142910,URS00009B4132_9606,EH38E1334279,TINAGL1,Human,11.469,0,0
chr1,217851147,217851821,HLinAR-Rank463*,ENSG00000162814,NONE,NONE,SPATA17,Human,11.19784,0,0
chr1,19361591,19361918,HLinAR-Rank469*,ENSG00000077549,URS00008C3F3C_9606,EH38E1324521,CAPZB,Human,11.14242,0,0
chr1,207997070,207997594,HLinAR-Rank521,ENSG00000076356,URS0001BF01F4_9606,NONE,PLXNA2,Human,10.76211,0,0
chr1,143282585,143282730,HLinAR-Rank554,NONE,URS0000E9CCC0_9606,NONE,NONE,Human,10.48655,0,0
chr1,216993447,216994008,HLinAR-Rank565,NONE,URS00008B2E32_9606,NONE,NONE,Human,10.40852,0.00001,0.011824857
chr1,147041196,147041540,HLinAR-Rank568*,ENSG00000268043,NONE,EH38E1382432,NBPF12,Human,10.38148,0.00001,0.011824857
chr1,12302431,12302680,HLinAR-Rank591,ENSG00000048707,NONE,EH38E1319579,VPS13D,Human,10.23596,0.00001,0.011824857
chr1,221897933,221898024,HLinAR-Rank593,NONE,URS0001BF2897_9606,NONE,NONE,Human,10.2323,0.00001,0.011824857
chr1,216274512,216274826,HLinAR-Rank603,ENSG00000042781,NONE,NONE,USH2A,Human,10.17089,0.00001,0.011824857
chr1,216951034,216951708,HLinAR-Rank631,NONE,URS00008B2E32_9606,NONE,NONE,Human,10.02953,0.00001,0.011824857
chr1,171270021,171270273,HLinAR-Rank641,ENSG00000010932,URS0001BF9F8B_9606,NONE,FMO1,Human,9.9831,0.00001,0.011824857
chr1,10713034,10713523,HLinAR-Rank656*,ENSG00000130940,NONE,NONE,CASZ1,Human,9.924,0.00001,0.011824857
chr1,90401872,90402087,HLinAR-Rank675,NONE,URS0001BCFB3B_9606,NONE,NONE,Human,9.81947,0.00001,0.011824857
chr1,149607114,149607270,HLinAR-Rank677,ENSG00000263464,URS00009B1F8D_9606,NONE,PPIAL4C,Human,9.81777,0.00001,0.011824857
chr1,65032270,65032441,HLinAR-Rank679,NONE,URS0001BD2E8A_9606,NONE,NONE,Human,9.8032,0.00001,0.011824857
chr1,16707284,16707442,HLinAR-Rank715,NONE,URS0001BCE545_9606,NONE,NONE,Human,9.65156,0.00001,0.011824857
chr1,36864031,36864178,HLinAR-Rank720,ENSG00000163873,NONE,NONE,GRIK3,Human,9.63122,0.00001,0.011824857
chr1,107519209,107519938,HLinAR-Rank726,ENSG00000162631,URS0001BD656D_9606,NONE,NTNG1,Human,9.60638,0.00001,0.011824857
chr1,203256319,203256477,HLinAR-Rank742,ENSG00000133063,URS00008BE502_9606,NONE,CHIT1,Human,9.56721,0.00001,0.011824857
chr1,118736594,118736916,HLinAR-Rank753*,NONE,URS0001BE1281_9606,NONE,NONE,Human,9.54161,0.00001,0.011824857
chr1,164380999,164381257,HLinAR-Rank760*,NONE,NONE,NONE,NONE,Human,9.5178,0.00001,0.011824857
